line_count,en,lt,translated_text
507,"In the internet, when the pilot's and flight commander's voice recording appeared, it was noticed that the conversation was completely routine, no signs of panic were recorded.","Internete pasirodžius pilotų ir skrydžio vadovo garso įrašui, pastebėta, kad pokalbis buvo visiškai rutininis, nefiksuota jokių nerimo ženklų.","Interneto prieigos pilotų ir skrydžio vadovo įrašui, pastebėtai, kad pokalbiui buvo visiškai rutininis, nefiksuotai jokių nervų ženelių."
508,DHL informed that due to the plane crash an investigation has been started.,"DHL informavo, kad dėl lėktuvo katastrofos pradėtas tyrimas.","DHL infoavo, kad lėl lėkštuvo katastrofos pradėtas tyrimas."
509,An incident occurred in the place where it was seen that the aircraft's landing gear touched down more than 100 meters away.,"Incidento vietoje buvo matyti, kad orlaivio nuolaužos pažiro net 100 m atstumu.","Incidento vietoje buvo matyti, kad orlaivio nuolaužos net 100 m atstumu."
510,Medical staff arrived on the scene within six minutes.,Medikai į įvykio vietą atvyko per 6 minutes.,Medikai į įvykią atvyką per 6 minutes.
511,The head of the Vilnius Emergency Medical Assistance Brigade Service Igoris Lukaševas told LRT Radio that the most serious conditions among the wounded crew members are a 54 and 40-year-old people.,"Vilniaus greitosios medicinos pagalbos Išvažiuojamųjų brigadų tarnybos vadovas Igoris Lukaševas LRT RADIJUI teigė, kad iš sužeistų įgulos narių sunkiausia būklė – 54 ir 40 metų asmenų.","Vilniaus sveikatos priežiūros paslaugų agentūra Išvykų brigadų tarnybo Vadovas Igoris Lukaševas LRT RADIJUI teisybė, kad iš čia sužvejotų gyvūnų sunkų būgnas – 54 ir 40 metų amžiaus."
512,"One of them was at least for a time conscious, spoke English.","Vienas jų bent kurį laiką buvo sąmoningas, kalbėjo angliškai.","Vienų jūjų sulenktas kurį laiką bučiuojantis, kalbojo angliškai."
513,"During flight, they were in the pilot's cabin.",Skrydžio metu jie buvo piloto kabinoje.,Skrydžio vietoje yra bandomasis kabinetas.
514,"Survived a 34-year-old crew member of Lithuanian nationality at the time of misfortune was in the aircraft cabin, his injuries were lighter.","Išgyvenęs 34 metų amžiaus įgulos narys lietuvis nelaimės metu buvo orlaivio salone, jo sužalojimai lengvesni.","Išgyvenęs 34 metų amžiaus įgulų narys lietus nelaimę metti buvo orlaivio salone, jo sužaliavimas lengvesni."
515,"The Mayor of Vilnius Valdas Benkunskas informed that a state of local extreme emergency would be declared in the disaster area, which would help to take care of residents, manage the territory and provide assistance.","Vilniaus meras Valdas Benkunskas informavo, kad katastrofos teritorijoje bus paskelbta lokali ekstremalioji situacija, tai padės pasirūpinti gyventojais, teritorijos tvarkymu, pagalbos teikimu.","Vilniaus mero Valdo Benkunsko informacija, kad kad kad kad kad kad kadastrofos teritorijoje bus paskelbta lokali eksportemalioji situacija, tai padėtys pasirūpinti gyvai, teritorijos tvarsčiu, pagalba tikimu."
516,"According to the mayor, the health of people affected by air and water pollution is not a problem.","Pasak mero, pavojaus žmonių sveikatai dėl oro, vandens užterštumo nėra.","Pasak mero, pavežaus žmonų sveikatos oro, vandens užteršimo nera."
517,Police department together with the General Prosecutor's Office started an investigation into the circumstances of the incident to clarify them.,Policijos departamentas kartu su Generaline prokuratūra pradėjo ikiteisminį tyrimą įvykio aplinkybėms išsiaiškinti.,Policijos departamentas kartu su Generaline prokuratūra pradejo ikiteisminį tyrimą atliekančio asmens apžvalga.
518,We are investigating all possible causes of the accident.,Tiriamos visos galimos avarijos priežastys.,Tiriamos visos galimos avarijos priežastys.
519,"The version of terrorism was not excluded, as on June 19, packages were sent from Lithuania via DHL Lietuva that exploded themselves and caused fires in logistics centers in Leipzig and Birmingham.","Terorizmo versija neatmetama, nes liepos 19 d. iš Lietuvos per „DHL Lietuva“ buvo išsiųsti savaime užsidegantys siuntiniai, jie sukėlė gaisrus logistikos centruose Leipcige ir Birmingame.","Terorizmo versija tvarkinga, nes liepos 19 d. iš Lietuvos per<unk> DHL Lietuva“ buvo išsiūsti savivaldūs siuntiniai, jie sukėlė gaisrus logistikos centras Leipcige ir Birmingame."
520,"Only by chance, a cargo in Leipzig was not loaded into the aircraft.",Tik per atsitiktinumą krovinys Leipcige tuomet nebuvo pakrautas į orlaivį.,Tik per atsitiktinumą krovinys Leipcige tuomet nebuvo pakrovas į orlaivį.
521,There was no indication that the DHL cargo plane crash in Lithuania could be linked to a warning issued by German authorities over the summer about packages carried on planes with explosive devices.,"Visgi pirmadienį popiet Vokietijos vidaus reikalų ministerijos atstovas, kurį citavo „Reuters“, teigė, kad nėra jokių požymių, kad DHL krovininio lėktuvo katastrofa Lietuvoje gali būti susijusi su Vokietijos valdžios institucijų vasarą paskelbtu įspėjimu apie lėktuvais skraidintus paketus su padegamaisiais įtaisais.","Visgi pirmadienį popiet Vokiečių vidaus reikalų ministras atstovas, kurį citatos<unk> Reuters“, teisė, kad nerą jokių požymių, kad DHL krovinio lėkštuvo kastrofa Lietaus vaizdavimo su federacijos valdybų institucija"
522,The lecturer of the Antanas Gustaitis Aviation Institute at Vilnius Gediminas Technical University (VILNIUS TECH) Vincas Šnirpūnas told LRT.lt that there may be more than one reason for such events.,"Vilniaus Gedimino technikos universiteto (VILNIUS TECH) Antano Gustaičio aviacijos instituto lektorius Vincas Šnirpūnas LRT.lt teigė, kad tokių įvykių priežasčių gali būti ne viena.","Vilniaus Gedimino technikos universiteto (VILNIUS TECH) Antano Gustaičio aviacijos instituto lektorius Vincas Šnirpūnas LRT.lt teisė, kad tokių įmonių priežiūra gali būti viena."
523,"However, as he says, in any case it is usually related to human error.","Anot jo, vis dėlto dažniausiai tai susiję su žmogiška klaida.","Anot jo, vis dėlto dažniausiai tai susiję su žmogiška klaida."
